# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 10K of event 'cpu/mem-loads/pp'
# Total weight : 96938
# Sort order   : (null)
#
# Overhead       Samples  Local Weight             Memory access                  Symbol      Shared Object             Data Symbol             Data Object         Snoop              TLB access  Locked
# ........  ............  ............  ........................  ......................  .................  ......................  ......................  ............  ......................  ......
#
     0.02%             1  19            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e141c8  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000083c  a.out              [.] 0x00007fff57e14208  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14208  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000083c  a.out              [.] 0x00007fff57e14248  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1424c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14288  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000870  a.out              [.] 0x00007fff57e1428c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1428c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e142c8  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000870  a.out              [.] 0x00007fff57e1434c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14388  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e1438c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e143cc  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e143cc  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000083c  a.out              [.] 0x00007fff57e14408  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1440c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e1440c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000870  a.out              [.] 0x00007fff57e1448c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e144c8  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14508  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000870  a.out              [.] 0x00007fff57e1454c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000870  a.out              [.] 0x00007fff57e1458c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e1458c  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x00000000000008fe  a.out              [.] 0x00007fff57e14598  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e145cc  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000084b  a.out              [.] 0x00007fff57e14608  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x000000000000083c  a.out              [.] 0x00007fff57e14648  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000a93  a.out              [.] 0x00007fff57e14684  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L1 hit                    [.] 0x0000000000000acd  a.out              [.] 0x00007fff57e14684  [stack]                 None          L1 or L2 hit            No    
     0.02%             1  19            L2 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5210b480  anon                    None          L1 or L2 hit            No    
